publicationMonth,publicationDay,text,publicationYear,sentiment,publicationDate
2,20,reasonable freeport untouched indonesian law fp corporation besaaar ahok one immune bingits,2017,0.296,20/02/2017
2,20,pp muhammadiyah youth jokowi government must consistent freeport arrogance sawomatang,2017,-0.5267,20/02/2017
2,20,freeport give days ri government jakarta chief execu,2017,0,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,muhammadiyah support government freeport arrest infoenergi jitunews,2017,0.0772,20/02/2017
2,20,muhammadiyah youth turn youth banser nu alert one freeport government,2017,0.296,20/02/2017
2,20,pp pemuda muhammadiyah jokowi government must consistent freeport arrogance,2017,-0.5267,20/02/2017
2,20,muhammadiyah hop government compete freeport republika,2017,0,20/02/2017
2,20,go jakarta great freeport boss open voice via,2017,0.6249,20/02/2017
2,20,klo gk want change contract please earth indonesia ayo people indonesia rame gebuk freeport aksibelaindonesia,2017,0.3818,20/02/2017
2,20,muhammadiyah expect governments destroy freeport,2017,-0.5423,20/02/2017
2,20,muhammadiyah ask government setop freeport arrest,2017,-0.34,20/02/2017
2,20,great boss freeport situation freeport logical consequences export concentrate jakarta,2017,0.6249,20/02/2017
2,20,muhammadiyah expect government dampen freeport,2017,0,20/02/2017
2,20,muhammadiyah youth ask government respond freeports arrogance,2017,-0.5267,20/02/2017
2,20,ekonomiindonesia freeport threaten indonesias lawsuit arbitration coordinate minister economy luhut face,2017,-0.5423,20/02/2017
2,20,muhammadiyah youth ask government lose freeport republika online,2017,0.3089,20/02/2017
2,20,freeport boss outspoken jakarta afternoon,2017,0,20/02/2017
2,20,pp muhammadiyah request freeport arrogance must terminate,2017,-0.5267,20/02/2017
2,20,freeportindonesia freeport boss jakarta afternoon,2017,0,20/02/2017
2,20,muhammadiyah hop government compete freeport,2017,0,20/02/2017
2,20,think mr kl seandai ny freeport manage friends ahok saja,2017,0.4767,20/02/2017
2,20,story muhammadiyah cadre senayan oust freeport boss,2017,0,20/02/2017
2,20,bun vs freeport aja useful rt temponewsroom action volume ii massa usung ahoks demand,2017,0.4005,20/02/2017
2,20,pp muhammadiyah ask freeport arrogance must terminate,2017,-0.5267,20/02/2017
2,20,muhammadiyah youth ask governments fear freeport arrest,2017,0.0588,20/02/2017
2,20,muhammadiyah youth turn youth banser nu alert one freeport government,2017,0.296,20/02/2017
2,20,freeport indonesia threaten arbitration arbitration aspects know,2017,-0.3818,20/02/2017
2,20,muhammadiyah youth turn youth banser nu alert one freeport government goriau,2017,0.296,20/02/2017
2,20,muhammadiyah hop government compete freeport,2017,0,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,muhammadiyah expect governments dampen freeport,2017,0,20/02/2017
2,20,jakarta president freeport mcmoran inc ceo richard c adkerson claim sue indonesian government,2017,0,20/02/2017
2,20,muhammadiyah hop government compete freeport,2017,0,20/02/2017
2,20,reason resignation freeport indonesia boss jakarta reason,2017,-0.296,20/02/2017
2,20,freeport boss outspoken jakarta afternoon,2017,0,20/02/2017
2,20,muhammadiyah support government freeport arrogance energi jitunews,2017,-0.1779,20/02/2017
2,20,muhammadiyah youth ask government afraid freeport arrest,2017,-0.34,20/02/2017
2,20,freeport indonesia threaten arbitrage arbitration aspects must,2017,-0.3818,20/02/2017
2,20,freeports freedom already predictable jakarta finally freeport mcmoran inc,2017,0.6369,20/02/2017
2,20,go jakarta great freeport boss open voice via,2017,0.6249,20/02/2017
2,20,freeport still noisy ahok aja guy,2017,-0.1779,20/02/2017
2,20,go jakarta great freeport boss open voice via,2017,0.6249,20/02/2017
2,20,let aja layoffs byk kog org papua indonesia manage freeport dr us audience continue,2017,0,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,jakarta great freeport boss open ballot,2017,0.6249,20/02/2017
2,20,pp pemuda muhammadiyah jokowis government must consistent freeport arrogance robottweets tribunnews,2017,-0.5267,20/02/2017
2,20,indonesia ready freeport tribunal jakarta post,2017,0.3612,20/02/2017
2,20,indonesia ready freeport tribunal jakarta post indonesiakata,2017,0.3612,20/02/2017
2,20,government papa ask stock beritasatu muhammadiyah expect government muffle freeport,2017,0,20/02/2017
2,20,body status dewibet jkt freeport boss blunt jakarta freeportindonesia surabaya teamk wanita dewi,2017,0,20/02/2017
2,20,regardless time support regime face deal freeport dahnilanzar,2017,0.4019,20/02/2017
2,20,economy reason muhammadiyah youth call government lose freeport dahnilanzarsimanjuntak,2017,-0.4019,20/02/2017
2,20,jakarta great freeport boss open ballot,2017,0.6249,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,lupain first lupain ahok problem defamation pilguddki dll right freeport want big employees care,2017,0.2023,20/02/2017
2,20,truck bus delivery service jakarta ponti freeport,2017,0,20/02/2017
2,20,muhammadiyah expect governments destroy freeport,2017,-0.5423,20/02/2017
2,20,ive post new blog muhammadiyah youth ask government afraid freeport arrest,2017,-0.34,20/02/2017
2,20,muhammadiyah youth turn youth banser nu standby one freeport government,2017,0,20/02/2017
2,20,muhammadiyah youth ask government fear freeport arrest news arogansi,2017,0.0588,20/02/2017
2,20,government papa ask stock beritasatu muhammadiyah expect government muffle freeport,2017,0,20/02/2017
2,20,freeport option obey rule immediately pack jakarta pt,2017,0,20/02/2017
2,20,freeport threaten indonesian lawsuit arbitration coordinate minister luhut face,2017,-0.5423,20/02/2017
2,20,reason resignation freeport indonesia boss jakarta reason,2017,-0.296,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,freeport amman approve export approval letter jakarta,2017,-0.3724,20/02/2017
2,20,muhammadiyah support government freeport arrogance energi jitunews,2017,-0.1779,20/02/2017
2,20,muhammadiyah expect government dampen freeport,2017,0,20/02/2017
2,20,muhammadiyah hop government compete freeport,2017,0,20/02/2017
2,20,indonesia ready freeport tribunal jakarta post,2017,0.3612,20/02/2017
2,20,indonesia ready freeport tribunal jakarta post,2017,0.3612,20/02/2017
2,20,go jakarta great freeport boss open voice via,2017,0.6249,20/02/2017
2,20,ive post new blog ketum pemuda muhammadiyah freeport arrogance must terminate,2017,-0.5267,20/02/2017
2,20,muhammadiyah youth turn youth banser nu alert one freeport government,2017,0.296,20/02/2017
2,20,jakarta muhammadiyah expect government muffle pt freeport hukum,2017,0,20/02/2017
2,20,freeports case chairman hipmi need win win solution jakarta chairman,2017,0.872,20/02/2017
2,20,indonesia ready freeport tribunal jakarta post jakarta,2017,0.3612,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,members dpr urge freeport comply mandate minerba law jakarta members,2017,0,20/02/2017
2,20,jakarta cnn indonesia freeport mcmoran inc parent company pt freeport indonesia ptfi intend take,2017,0,20/02/2017
2,20,muhammadiyah hop government compete freeport info,2017,0,20/02/2017
2,20,jakarta great freeport boss open voice detikcom,2017,0.6249,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport topstories,2017,0,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,government ask look solutions freeport problems jakarta government,2017,-0.25,20/02/2017
2,20,go jakarta great freeport boss open voice via detikfinance,2017,0.6249,20/02/2017
2,20,letter sudirman say create freeport reluctant change contract work jakarta pt freeport,2017,0.0258,20/02/2017
2,20,kadin hop arbitration freeports last polemic solution jakarta ketu,2017,0.3182,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,freeport threaten indonesian lawsuit arbitration coordinate minister luhut face economy,2017,-0.5423,20/02/2017
2,20,afternoon freeport boss outspoken jakarta via post,2017,0,20/02/2017
2,20,freeport mcmoran freeport story meet jonan sri mulyani jakarta,2017,0,20/02/2017
2,20,go jakarta great freeport boss open voice via,2017,0.6249,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,jakarta freeport mcmoran inc parent company pt freeport indonesia evaluate,2017,0,20/02/2017
2,20,pp pemuda muhammadiyah jokowi government must consistent freeport arrogance,2017,-0.5267,20/02/2017
2,20,ketum muhammadiyah youth freeport arrogance must terminate,2017,-0.5267,20/02/2017
2,20,nih dpr make right questionnaire freeport try udeh rese gini jgn ngurusin ahok doang ckckckc,2017,0,20/02/2017
2,20,freeport threaten indonesian lawsuit arbitration coordinate minister luhut face,2017,-0.5423,20/02/2017
2,20,muhammadiyah ask government setop freeport arrogance,2017,-0.5267,20/02/2017
2,20,jakarta pt freeport indonesia intend dismiss employees follow unsuccessful,2017,-0.3612,20/02/2017
2,20,muhammadiyah hop government compete freeport,2017,0,20/02/2017
2,20,muhammadiyah youth ask government succumb freeport,2017,0,20/02/2017
2,20,muhammadiyah youth turn youth banser nu alert one freeport government gosumbar,2017,0.296,20/02/2017
2,20,pp muhammadiyah ask freeport arrogance must terminate,2017,-0.5267,20/02/2017
2,20,muhammadiyah youth ask government afraid freeport arrest,2017,-0.34,20/02/2017
1,13,ahok pulang belitung pt freeport indonesia damaitanpapenista ahoaxsumberthe problem,2017,-0.4019,13/01/2017
1,13,ahok prove toever pt freeport indonesia pt saksipalsumalu terbuktimenista,2017,0,13/01/2017
1,13,ahok win nasakom pt freeport indon amancalledahok mywitnessmakefaction saksiwhatsapp,2017,0.5859,13/01/2017
1,13,nasakom ahok pt freeport indonesia pt amman mineral n ahokhakulyakin nasakomjaya ahokgubernurkita,2017,0,13/01/2017
1,13,freeport aman mineral nusa tenggara donate rp trillion state revenue jakarta,2017,0,13/01/2017
1,13,janda pki choose ahok freeport angelgood saksiwhatsapp sukhoibutuhkepastian,2017,0,13/01/2017
1,13,freeport newmont setor bea exit rp trillion jakarta two,2017,0,13/01/2017
1,13,free ahok free nasakom pt freeport doassociated saksiwhatsapp table provenmenista,2017,0.765,13/01/2017
1,13,jakarta director general customs excise ministry finance heru pambudi say pt freeport indonesia,2017,0,13/01/2017
1,13,fakta pdip trkorup mega blbi setya novanto tukangcatut freeport ahok podomoro sbws,2017,0,13/01/2017
1,13,peace without ahok pp publication freeport review k aniessandijuaradebatt,2017,0.6584,13/01/2017
1,13,jakarta director general customs excise ministry finance heru pambudi say pt freeport indonesia,2017,0,13/01/2017
1,13,freeport newmont setor bea exit rp trillion jakarta two,2017,0,13/01/2017
1,13,bokepstreaming bokep openbo bispak jakarta bis tangerang hot banget fate freeport business,2017,0,13/01/2017
1,13,nasakom pki ahok headline freeport ahokhakulyakin babibebasdimakan amnestipajak,2017,0,13/01/2017
1,13,peace without ahok share divestment freeport indonesia pili aniessandijuaradebatt,2017,0.3843,13/01/2017
1,13,nasakom pki ahok headline freeport ahokhakulyakin babibebasdimakan amnestipajak,2017,0,13/01/2017
1,13,ahok pki support freeport newm politizationhoax ahokermakinkalap hubukal,2017,0.4019,13/01/2017
1,13,release religion pt freeport newmont set ahoaxsumberthe issue islamopenhoax,2017,0,13/01/2017
4,28,new post king salman bom bandung sink freeport publish duta damai indonesia,2017,0,28/04/2017
4,28,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,28/04/2017
4,28,spsi mimika support freeport indonesia employee strike via hariburuh,2017,0.296,28/04/2017
4,28,jakarta existence pt freeport indonesia ptfi inspire kartini kartini,2017,0.5719,28/04/2017
4,28,new post king salman bom bandung sink freeport publish duta damai indonesia,2017,0,28/04/2017
4,28,things jokowi ahok surely hate include fight freeport bbm one price also nick,2017,-0.5267,28/04/2017
4,28,freeport begin export concentrate india jakarta pt freeport indonesia state start expo,2017,0,28/04/2017
4,28,freeport indonesia urge employee cancel action may via papuauntukall,2017,-0.25,28/04/2017
3,6,inalum si government ready nationalize pt freeport smelter papua ahok prepare concrete sand stone kpk bluff,2017,0.3612,6/03/2017
3,6,kpk koq snap inalum si ready build smelter freeport papua ahok ready pipe sand stone cable im one dump truck,2017,0.34,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,must nationalize freeport time independent oil gas leech like indonesia,2017,0.3612,6/03/2017
3,6,jakarta former coordinate minister ministry marine affairs rizal ramli believe pt freeports action,2017,0,6/03/2017
3,6,make freeport options follow lift indonesia usirfreeport natural sovereignty pakjk,2017,0.3612,6/03/2017
3,6,make freeport options follow lift indonesia usirfreeport natural sovereignty kurawa,2017,0.3612,6/03/2017
3,6,ahok ready stone sand pipe cable inalum si ready share smelter freeport papua bluff tni au ready pack,2017,0.8271,6/03/2017
3,6,menko luhut close negotiations freeport jakarta coordinate minister home affairs,2017,-0.296,6/03/2017
3,6,indigenous people want engage bargain freeport jakarta society,2017,0.5423,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,kpk koq bluff inalum si ready build freeport papua smelter ahok provide stone pipe sand cord aq dumb dumb truck,2017,-0.6249,6/03/2017
3,6,help religion freeports problem one want fuss savefpibubarkangmbi,2017,-0.7057,6/03/2017
3,6,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,6/03/2017
3,6,luhut ask freeport obey kontrakkarya sketch news com jakarta polemic indonesian government,2017,0,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,indigenous people want engage bargain freeport jakarta society,2017,0.5423,6/03/2017
3,6,inalum si ready build freeports smelter papua stone pipe cable ahok kpk snap halim live pack xd,2017,0.743,6/03/2017
3,6,writers march sign years scriptfiesta reporter,2017,0,6/03/2017
3,6,jakarta former coordinate minister ministry marine affairs rizal ramli believe pt freeports action,2017,0,6/03/2017
3,6,menko luhut close negotiations freeport jakarta minister,2017,-0.296,6/03/2017
3,6,elsam value pt freeport indonesia rampas indigenous papuans jakarta institution,2017,0.34,6/03/2017
3,6,statement jusuf kalla say freeport case biggest scandal indonesian history,2017,-0.4404,6/03/2017
3,6,indigenous people want engage bargain freeport jakarta indigenous people papua ask se,2017,0.5423,6/03/2017
3,6,indigenous people want engage bargain freeport jakarta society,2017,0.5423,6/03/2017
3,6,make freeport options follow lift indonesia usirfreeport natural sovereignty pakjk,2017,0.3612,6/03/2017
3,6,papuan student riot call indonesia close freeport asia pacific report asia pacific report papuan png,2017,-0.5574,6/03/2017
3,6,indonesia want release freeport papua colek papuabicara,2017,0.1477,6/03/2017
1,3,freeport tax acid hill palm oil salim ray calculate jakarta income,2017,0,3/01/2017
1,3,freeport tax acid hill palm oil salim ray calculate jakarta income,2017,0,3/01/2017
1,3,freeport tax acid hill palm oil salim ray calculate jakarta income,2017,0,3/01/2017
1,3,freeport indonesia ipo plan jakarta pt freeport indonesia plan release,2017,0,3/01/2017
4,13,distribute religious jokowi government shape special team freeport share acquisition savefpibubarkangmbi,2017,0.5994,13/04/2017
4,13,ministry state enterprises ready take percent freeport share jakarta ministry,2017,0.5719,13/04/2017
4,13,ministry state enterprises ready take percent freeport share jakarta ministry,2017,0.5719,13/04/2017
4,13,ministry state enterprises ready take percent share freeport jakarta ministry,2017,0.5719,13/04/2017
4,13,make freeport options follow lift indonesia usirfreeport natural sovereignty pakjk,2017,0.3612,13/04/2017
4,13,boper extreme field need toughness operator dg drastic climate fatigue issue natural condition change papuabicara,2017,0.0772,13/04/2017
4,13,ministry soes propose two bumn representatives enter freeport divestment team jakarta ministry business mili,2017,0,13/04/2017
4,13,freeport divestment team wait esdm endorsement jakarta k,2017,0.3182,13/04/2017
1,18,ministry soes want immediately buy freeport share jakarta bursasaham ptfreeportindonesia kementerianbumn,2017,0.3612,18/01/2017
1,18,freeport surrender ti ati sir irian self flag make better lose jakarta irian,2017,0.0516,18/01/2017
1,18,ministry soes want immediately buy freeport share jakarta bursasaham ptfreeportindonesia kementerianbumn,2017,0.3612,18/01/2017
1,18,fakta pdip trkorup mega blbi setya novanto tukangcatut freeport ahok podomoro sbws,2017,0,18/01/2017
4,5,house representatives call government give permanent iupk freeport vice chairman commission vii dpr,2017,0,5/04/2017
4,5,country energy watch indonesia freeport pecundangi indonesia jakartaasooy persijaday depresiyukcurhat,2017,0.2732,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,tuitpekanbaru video government give freeport iupk october new dealer tuit,2017,0,5/04/2017
4,5,freeport work contract change jakarta lei pt freeport indonesia finally ready,2017,0.3612,5/04/2017
4,5,freeport provide temporary export permit submission arbitration cancel jakarta government,2017,-0.25,5/04/2017
4,5,jakarta government pt freeport indonesia agree negotiate eight months,2017,0.3612,5/04/2017
4,5,development freeport hopefully indonesian economy drive shg ibu loose inside shop prosperous aamiin,2017,0.5423,5/04/2017
4,5,tuitfree freeport bill iupk negotiation process new tuit,2017,0,5/04/2017
4,5,make freeport options follow lift indonesia usirfreeport natural sovereignty pakjk,2017,0.3612,5/04/2017
4,5,country energy watch indonesia freeport pecundangi indonesia jakartaasooy persijaday depresiyukcurhat,2017,0.2732,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,presidential directive bgn freeport sdh thn operate indonesia jg need foreign private investment papuabicara,2017,0,5/04/2017
4,5,temporary permit freeport concentrate export months jakarta pemer,2017,0,5/04/2017
4,5,jonan bluntly question freeport negeri ini jakarta negotiations government pt freeport indonesia,2017,0,5/04/2017
4,5,really grab irian dutch seize freeport america grab natuna china lah seize jakarta ahok helooo,2017,0,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,temporary permit freeport concentrate export months jakarta,2017,0,5/04/2017
4,5,tuh riot freeport real indonesian economic colonist ahok even small pro people,2017,-0.5574,5/04/2017
4,5,rmol jakarta finally freeport pecundangi indonesia,2017,0,5/04/2017
4,5,really grab irian dutch seize freeport america grab natuna china lah seize jakarta ahok helooo,2017,0,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,country energy watch indonesia freeport selamatmalamkamis pejuanghastag jabar cintadanrahasia,2017,0.2732,5/04/2017
4,5,whole indonesia freeport,2017,0,5/04/2017
4,5,bandung students riot expel freeport papua,2017,-0.7579,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,government give export permit freeport observer violate law jakarta government,2017,-0.4939,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,freeport provide temporary export permit submission arbitration cancel jakarta government,2017,-0.25,5/04/2017
4,5,jakarta government pt freeport indonesia negotiate eight months,2017,0,5/04/2017
4,5,country energy watch indonesia freeport pecundangi indonesia nusantaranews,2017,0.2732,5/04/2017
4,5,country energy watch indonesia freeport pecundangi indonesia,2017,0.2732,5/04/2017
4,5,house representatives call government give permanent iupk permit freeport vice chairman commission vii,2017,0,5/04/2017
4,5,rest trial ahok soap opera bomb pan lg suddenly freeport lift lg,2017,-0.4939,5/04/2017
4,5,government give export permit freeport observer violate law jakarta government,2017,-0.4939,5/04/2017
4,5,jakarta government pt freeport indonesia agree negotiate eight months,2017,0.3612,5/04/2017
4,5,jakarta government pt freeport indonesia negotiate eight months,2017,0,5/04/2017
3,27,discussion indonesias mine sustainability problem general freeport indonesia specifically,2017,-0.4019,27/03/2017
3,27,make freeport options follow lift indonesia usirfreeport natural sovereignty kurawa,2017,0.3612,27/03/2017
3,27,reject freeport obviously damage,2017,-0.7096,27/03/2017
3,27,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,27/03/2017
3,27,fight freeport youth students build posko number youth organizations students jakarta establish,2017,-0.3182,27/03/2017
3,27,years operation papua mere minerals freeport dredge bang jakarta pt freeport indonesia start,2017,0,27/03/2017
3,11,soes ready take freeport jakarta edunews id government set state enterprises,2017,0.3612,11/03/2017
3,11,ektp blbi century sumber waras cengkareng tanah kedubes uk transjakarta hambalang freeport oil gas mega corruption scandal hening,2017,-0.4404,11/03/2017
3,11,dpd ri freeport new face imperialism jakarta teropongsenayan member regional representative council dpd ri,2017,0,11/03/2017
3,11,soes ready take freeport jakarta edunews id government set state enterprises,2017,0.3612,11/03/2017
3,11,freeport employee dismissal two elephants clash either make love fight grass beneath trample,2017,0.3818,11/03/2017
3,11,freeport employee dismissal two elephants clash either make love fight grass fspmi,2017,0.3818,11/03/2017
3,11,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,11/03/2017
3,11,government afraid freeport threaten expose drive jakarta dozens mass join central movement,2017,-0.25,11/03/2017
3,11,almost every year freeport support performance artwork jakarta papuatalk,2017,0.4019,11/03/2017
3,11,see video purportedly represent freeport employees front ministry emr jakarta smile,2017,0.5009,11/03/2017
3,11,want sell freeport also tuh water gather together water oil oil,2017,0.0772,11/03/2017
3,11,make freeport options follow lift indonesia usirfreeport natural sovereignty pakjk,2017,0.3612,11/03/2017
3,11,freeport fund employees riot papua jakarta,2017,0.4449,11/03/2017
3,11,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,11/03/2017
3,11,government afraid freeport threaten expose drive jakarta dozens mass join central movement,2017,-0.25,11/03/2017
2,25,mr bambang brodjonegoros statement regard freeport technology understand indonesias greatest asset,2017,0.7717,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,would fight freeport,2017,-0.3818,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,genes flow blood indonesian nation adlh brave genes west irian seize freeport forget aroundbdg,2017,0.3612,25/02/2017
2,25,honest duet bold sri susi p demolition sink ship jonan acandra freeport fog ahok djarot brave honest,2017,0.9118,25/02/2017
2,25,ahok problem individual ajah rame freeport problem harm many things kok diem let support government republikfreeport,2017,-0.7351,25/02/2017
2,25,observer freeport threats bluff sambal jakarta central researcher,2017,-0.4215,25/02/2017
2,25,observer freeports threat yey jakarta research center researcher,2017,-0.5267,25/02/2017
2,25,jakartaberlari acknowledge freeport contribution two papuans fight jakarta fajar okezone acknowledge freeport contribution salambersama,2017,-0.3818,25/02/2017
2,25,chaotic freeport muhammadiyah support government step governments attitude support indonesian people,2017,0.296,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,president ask extend freeport contract jakarta center researcher,2017,-0.1326,25/02/2017
2,25,ugm observer moment end freeport jakarta energy observer,2017,0.2732,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,check polemic hot topic republic freeport live jakarta vina vira fm,2017,0,25/02/2017
2,25,concern freeports polemic ahoks behavior impersonate clear rizal ramli,2017,0.3818,25/02/2017
2,25,pp muhammadiyah youth freeport problem relate indonesian sovereignty beritapm,2017,-0.4019,25/02/2017
2,25,three national interest pt freeport accord vice president jk jakarta vice president jusuf kalla jk state,2017,0.7003,25/02/2017
2,25,easy achievement jokowi drive freeport bs dampen rejection thd ahok krn mean tkt trust thd jokowi udh sgt high,2017,0.4019,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,ugm observer moment end freeport jakarta,2017,0,25/02/2017
2,25,freeport end country bankrobe sketch news com jakarta chairman jimmy optimistic movement jimmy,2017,0.3182,25/02/2017
2,25,make strong bargain position freeport sue arbitration jakarta,2017,0.6249,25/02/2017
2,25,observer freeports threat yey jakarta research center researcher,2017,-0.5267,25/02/2017
2,25,top file equatorial snow gold mountain freeports history part ii jakarta,2017,0.2023,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,would fight freeport,2017,-0.3818,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,freeport nationalization submit kalo tdk jd jakarta,2017,0,25/02/2017
2,25,acknowledge freeport contribution two papuans fight jakarta fajar,2017,-0.3818,25/02/2017
2,25,three national interest pt freeport accord vice president jk jakarta vice president jusuf kalla jk state,2017,0.7003,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,make freeport options follow lift indonesia usirfreeport natural sovereignty ulinyusron,2017,0.3612,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,polemic freeport hnya frame frame ahok aja qt riot ampe jt otg freeport objectives delegitimization muslims,2017,0.0258,25/02/2017
2,25,freeport never belong indonesia although want freeport make amriki skarang holywood,2017,0.0772,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,restyseterah freeports issue exhort draw sympathy ummah request takok ahok jokowi loosen,2017,0.3612,25/02/2017
2,25,dpd ri furious pt freeports attitude totabuanews jakarta vice chairman committee dpd ri benny rhamdani,2017,-0.5719,25/02/2017
2,25,go freeport case ahok doang take care country allow colonize jews republikfreeport,2017,0.6249,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,acknowledge freeport contribution two papuans spar jakarta,2017,0,25/02/2017
2,25,president ask extend freeport contract jakarta pusa researcher,2017,-0.1326,25/02/2017
2,25,dpd ri regret pt freeports attitude dpdri,2017,-0.4215,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,accord better imprison nations children ahok drpd expel invaders freeport,2017,0,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,people smart transfer freeport issue affect sympathy ummah insha allah,2017,0.6369,25/02/2017
2,25,observer freeport threats bluff sambal jakarta center researcher,2017,-0.4215,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,freeport brush air force deny israeli troop air jokowi era self esteem,2017,-0.34,25/02/2017
2,25,concern freeports polemic ahoks behavior impersonate clear rizal ramli,2017,0.3818,25/02/2017
2,25,ri furious pt freeports attitude totabuanews jakarta vice chairman committee dpd ri benny rhamdani,2017,-0.5719,25/02/2017
2,25,hundreds students hold action rally kuningan south jakarta support government nationalize pt freeport mncnewschannelno,2017,0.4019,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,concern freeports polemic ahoks behavior impersonate clear rizal ramli,2017,0.3818,25/02/2017
2,25,would fight freeport,2017,-0.3818,25/02/2017
2,25,freeports issue exhort draw sympathy ummah demand takoku ahok jokowi loosen,2017,0.1868,25/02/2017
2,25,chaotic freeport muhammadiyah support government step,2017,-0.128,25/02/2017
